subj,cond,AOI,duration,order
User 19ab,p1,ah,4.305480,1
User 19ab,p1,af,10.908440,2
User 19ab,p1,ac,1.429320,3
User 19ab,p1,ae,8.427980,4
User 19ab,p1,ad,7.097040,5
User 19ab,p1,bd,0.657100,6
User 19ab,p1,ae,3.762200,7
User 19ab,p1,bd,0.427120,8
User 19ab,p1,ae,1.741090,9
User 19ab,p1,ad,2.842160,10
User 19ab,p1,ac,1.642820,11
User 19ab,p1,ac,2.052610,12
User 19ab,p1,bb,1.708750,13
User 19ab,p1,ab,2.234620,14
User 19ab,p1,ab,0.275390,15
User 19ab,p1,bb,0.953120,16
User 19ab,p1,ag,4.338740,17
User 19ab,p1,ae,6.407100,18
