subj,cond,AOI,duration,order
User 18ba,p1,af,0.098570,1
User 18ba,p1,af,0.148010,2
User 18ba,p1,ag,0.115060,3
User 18ba,p1,ag,0.147890,4
User 18ba,p1,ag,0.131540,5
User 18ba,p1,af,0.114930,6
User 18ba,p1,ag,0.164180,7
User 18ba,p1,ag,0.279420,8
User 18ba,p1,ag,0.297120,9
User 18ba,p1,ag,0.049500,10
User 18ba,p1,af,0.131650,11
User 18ba,p1,ag,0.230170,12
User 18ba,p1,ag,0.019900,13
User 18ba,p1,ag,0.164860,14
User 18ba,p1,af,0.032720,15
User 18ba,p1,ag,0.213560,16
User 18ba,p1,af,0.164250,17
User 18ba,p1,af,0.591370,18
User 18ba,p1,ag,0.016290,19
User 18ba,p1,af,0.016540,20
User 18ba,p1,af,0.196960,21
User 18ba,p1,af,0.624270,22
User 18ba,p1,ae,0.030880,23
User 18ba,p1,af,0.180780,24
User 18ba,p1,af,0.016110,25
User 18ba,p1,af,0.180670,26
User 18ba,p1,af,0.049380,27
User 18ba,p1,af,0.016300,28
User 18ba,p1,ae,0.213680,29
User 18ba,p1,ae,0.180660,30
User 18ba,p1,af,0.279840,31
User 18ba,p1,af,0.197450,32
User 18ba,p1,ae,0.147890,33
User 18ba,p1,ah,0.115110,34
User 18ba,p1,ah,0.180850,35
User 18ba,p1,ah,0.081790,36
User 18ba,p1,ag,0.016480,37
User 18ba,p1,ai,0.049320,38
User 18ba,p1,ai,0.277400,39
User 18ba,p1,bh,0.016420,40
User 18ba,p1,bi,0.312370,41
User 18ba,p1,ai,0.213620,42
User 18ba,p1,ai,0.115110,43
User 18ba,p1,bh,0.180480,44
User 18ba,p1,bh,0.427120,45
User 18ba,p1,ai,0.147890,46
User 18ba,p1,ah,0.032960,47
User 18ba,p1,ah,0.082150,48
User 18ba,p1,ah,0.278870,49
User 18ba,p1,ah,0.082280,50
User 18ba,p1,ah,0.295410,51
User 18ba,p1,ah,0.213740,52
User 18ba,p1,ag,0.082030,53
User 18ba,p1,ag,0.180720,54
User 18ba,p1,ag,0.180730,55
User 18ba,p1,ag,0.016230,56
User 18ba,p1,ag,0.262880,57
User 18ba,p1,ag,0.049070,58
User 18ba,p1,ag,0.262940,59
User 18ba,p1,ag,0.230230,60
User 18ba,p1,ag,0.164190,61
User 18ba,p1,ag,0.295710,62
User 18ba,p1,ag,0.163940,63
User 18ba,p1,af,0.361690,64
User 18ba,p1,af,0.147520,65
User 18ba,p1,ag,0.016540,66
User 18ba,p1,ag,0.180480,67
User 18ba,p1,af,0.262880,68
User 18ba,p1,af,0.196900,69
User 18ba,p1,af,0.605710,70
User 18ba,p1,af,0.229980,71
User 18ba,p1,af,0.394280,72
User 18ba,p1,ae,0.016120,73
User 18ba,p1,af,0.410880,74
User 18ba,p1,af,0.180780,75
User 18ba,p1,af,0.180670,76
User 18ba,p1,bf,0.114870,77
User 18ba,p1,ag,0.246330,78
User 18ba,p1,ag,0.509580,79
User 18ba,p1,ae,0.509090,80
User 18ba,p1,ae,0.345030,81
User 18ba,p1,ae,0.032710,82
User 18ba,p1,ae,0.460020,83
User 18ba,p1,ae,0.131410,84
User 18ba,p1,be,0.213620,85
User 18ba,p1,af,0.262690,86
User 18ba,p1,ad,0.115180,87
User 18ba,p1,ad,0.607670,88
User 18ba,p1,ad,0.196840,89
User 18ba,p1,ad,0.229980,90
User 18ba,p1,ad,0.016360,91
User 18ba,p1,ac,0.293210,92
User 18ba,p1,ab,0.213630,93
User 18ba,p1,ab,0.262690,94
User 18ba,p1,ab,0.180720,95
User 18ba,p1,af,0.295720,96
User 18ba,p1,af,0.131650,97
User 18ba,p1,ae,0.032590,98
User 18ba,p1,af,0.377560,99
User 18ba,p1,af,0.197450,100
