subj,cond,AOI,duration,order
User 15ab,p1,af,0.312440,1
User 15ab,p1,ai,0.838020,2
User 15ab,p1,bi,1.495180,3
User 15ab,p1,ag,6.669740,4
User 15ab,p1,ag,1.675780,5
User 15ab,p1,af,2.135740,6
User 15ab,p1,af,1.215460,7
User 15ab,p1,ag,0.361390,8
User 15ab,p1,af,2.250790,9
User 15ab,p1,af,0.460200,10
User 15ab,p1,ae,1.495180,11
User 15ab,p1,ad,1.133670,12
User 15ab,p1,ad,0.917290,13
User 15ab,p1,ac,1.412720,14
User 15ab,p1,ac,2.283810,15
User 15ab,p1,ab,1.609800,16
User 15ab,p1,ab,0.575140,17
User 15ab,p1,ab,0.145450,18
User 15ab,p1,ab,0.427250,19
User 15ab,p1,af,0.131280,20
User 15ab,p1,ai,0.427000,21
User 15ab,p1,ai,1.495000,22
User 15ab,p1,ac,0.492790,23
User 15ab,p1,ae,1.067750,24
User 15ab,p1,af,0.345040,25
