0.098510 629.262766 452.491974 0.263060 329.257573 0.082400
0.443970 521.582546 141.340051 0.147830 87.372397 0.016110
0.607910 459.224638 80.140156 0.229980 275.347474 0.065920
0.903810 729.631909 28.215795 0.936280 110.133131 0.049190
1.889280 619.965111 38.340022 0.377690 203.715525 0.049440
2.316410 823.179837 52.615532 0.229980 234.064679 0.082150
2.628540 593.758396 99.006010 1.922120 379.916173 0.065920
4.616580 973.665436 96.371732 0.476320 367.905557 0.082270
5.175170 607.458633 131.685708 0.082150 36.744666 0.049200
5.306520 643.277262 123.488375 4.534300 200.683323 0.032720
9.873540 836.486906 69.231302 0.197630 371.121570 0.081540
10.152710 481.243133 176.623486 1.084350 521.389324 0.131350
11.368410 1001.482538 211.232574 0.772220 541.718824 0.098510
12.239140 463.245586 272.553601 0.558470 552.049942 0.131470
12.929080 1005.648592 375.306302 0.476560 461.914656 0.181030
13.586670 551.125082 293.004852 2.759770 79.868683 0.049190
16.395630 477.821953 324.716959 1.872680 85.635107 0.049320
18.317630 563.246328 330.720942 1.921870 198.978232 0.032960
20.272460 758.704515 293.459245 0.459960 264.474405 0.049320
20.781740 502.621036 359.549812 1.166620 477.206308 0.098390
22.046750 979.825880 360.732004 1.084230 523.321412 0.098510
23.229490 465.257023 265.420977 0.262940 148.725644 0.082150
23.574580 467.484913 414.129933 0.607920 396.159279 0.098750
24.281250 862.942416 390.560085 0.114750 178.049149 0.032960
24.428960 999.225108 505.139870 0.295650 495.947152 0.098510
24.823120 503.682918 485.102015 0.674070 78.303895 0.048590
25.545780 483.364137 560.723752 2.398800 129.401345 0.032840
27.977420 481.919114 431.330476 0.016350 216.349991 0.033090
28.026860 549.552216 636.837366 2.480710 428.740291 0.065670
30.573240 976.445395 597.082486 0.295530 488.813371 0.098880
30.967650 495.777449 685.946635 1.740970 145.350233 0.295900
33.004520 640.548738 672.986540 0.821290 330.086593 0.065670
33.891480 970.349155 659.244486 0.493040 461.981340 0.098880
34.483400 512.864581 723.545523 1.313840 149.336155 0.049200
35.846440 483.756728 870.017432 0.131340 265.773394 0.049320
36.027100 749.058770 854.195825 0.279420 225.037212 0.065670
36.372190 534.410161 786.610905 4.337040 24.741264 0.082520
40.791750 527.049435 810.231867 3.400390 223.182384 0.082400
44.274540 740.135124 876.601028 0.279170 361.949533 0.081910
44.635620 1024.422263 652.573602 0.049320 264.428475 0.049190
44.734130 991.330222 390.223959 0.575200 500.926247 0.082150
45.391480 490.404935 389.243138 0.673340 72.852239 0.032960
46.097780 495.924867 461.885957 0.788450 489.904527 0.098630
46.984860 971.218056 343.130621 1.609990 83.842344 0.016360
48.611210 948.952242 262.298868 0.344970 810.499496 0.098630
49.054810 493.599428 932.793646 0.591310 712.405411 0.114990
49.761110 1004.906031 436.722051 0.345210 0.000000 0.114990
