subj,cond,AOI,duration,order
User 5ba,p2,af,0.164550,1
User 5ba,p2,ah,0.558350,2
User 5ba,p2,ai,1.971190,3
User 5ba,p2,ah,1.971440,4
User 5ba,p2,ah,1.774410,5
User 5ba,p2,ah,1.774170,6
User 5ba,p2,ag,1.051510,7
User 5ba,p2,bh,1.445310,8
User 5ba,p2,ah,0.673590,9
User 5ba,p2,bg,0.328370,10
User 5ba,p2,ag,1.232170,11
User 5ba,p2,bf,1.839850,12
User 5ba,p2,ag,2.875000,13
User 5ba,p2,bg,1.593750,14
User 5ba,p2,ag,9.281980,15
User 5ba,p2,af,5.833740,16
User 5ba,p2,af,2.185300,17
User 5ba,p2,bf,1.281730,18
User 5ba,p2,ae,1.051270,19
User 5ba,p2,bd,0.377690,20
User 5ba,p2,af,0.919920,21
User 5ba,p2,bf,1.067630,22
User 5ba,p2,ae,5.093020,23
User 5ba,p2,af,0.034180,24
User 5ba,p2,ae,0.542230,25
User 5ba,p2,be,2.168460,26
User 5ba,p2,ad,3.482660,27
User 5ba,p2,ad,11.778810,28
User 5ba,p2,ac,2.661370,29
User 5ba,p2,ac,3.006340,30
User 5ba,p2,ab,1.232180,31
User 5ba,p2,ab,4.943850,32
