subj,cond,AOI,duration,order
User 13ab,p2,ag,0.213560,1
User 13ab,p2,ai,1.100830,2
User 13ab,p2,ah,0.476320,3
User 13ab,p2,bh,0.591300,4
User 13ab,p2,bh,0.722900,5
User 13ab,p2,ag,0.640810,6
User 13ab,p2,af,2.924500,7
User 13ab,p2,ae,5.339240,8
User 13ab,p2,ad,2.086360,9
User 13ab,p2,aa,0.279110,10
User 13ab,p2,bd,0.741390,11
User 13ab,p2,ab,0.772400,12
User 13ab,p2,bf,0.459900,13
User 13ab,p2,bf,0.230160,14
User 13ab,p2,bg,1.130800,15
User 13ab,p2,bg,0.344970,16
User 13ab,p2,bh,0.148010,17
User 13ab,p2,ah,0.426880,18
User 13ab,p2,ah,1.741460,19
User 13ab,p2,ag,0.016360,20
User 13ab,p2,af,0.112910,21
User 13ab,p2,bg,0.098940,22
