MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/11/02 11:57:33.711),TIMETICK(f=3507505),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
8,White Screen 1,19,0.31226,100089613525,0.35330,0.17451,0.00000,0.31226,1,1,0.34583,0.28691,1,0.37708,0.08611,0,,0.26692,0.45443,22.78628,1.03337,1,0.59737,0.44357,24.29552,1.03337,1,0,0.00000,7,,
8,White Screen 1,38,0.62402,100090707846,0.37262,0.25994,0.32861,0.29541,2,1,0.38808,0.10459,1,0.44063,0.02407,0,,0.27312,0.45192,21.50292,0.97375,1,0.60293,0.44241,23.06998,0.97375,1,0,0.00000,7,,
8,White Screen 1,60,0.98560,100091975390,0.36520,1.31777,0.78833,0.19727,3,1,0.36589,1.47230,1,0.44063,0.02407,0,,0.27143,0.51140,21.00317,0.98353,1,0.59868,0.50186,22.22290,0.99362,1,0,0.00000,7,,
8,White Screen 1,71,1.16626,100092609683,0.37674,1.15889,1.00195,0.16431,4,1,0.41057,0.31351,1,0.44063,0.02407,0,,0.27289,0.46946,22.96429,0.99426,1,0.59963,0.46074,23.35348,0.98417,1,0,0.00000,7,,
8,White Screen 1,88,1.44556,100093588881,0.42848,0.08445,1.23193,0.21362,5,1,0.43834,0.02807,1,0.44063,0.02407,0,,0.27018,0.45901,20.87761,1.02790,1,0.59934,0.45110,21.38111,1.01597,1,0,0.00000,7,,
8,White Screen 1,117,1.92212,100095260797,0.44177,0.03209,1.46191,0.46021,6,1,0.44945,0.26676,1,0.44063,0.02407,0,,0.26528,0.46560,21.71420,1.03337,1,0.59418,0.45650,22.23322,1.03337,1,0,0.00000,7,,
8,White Screen 1,142,2.33276,100096700483,0.43844,0.27028,1.98755,0.34521,7,1,0.43551,0.27384,1,0.44063,0.02407,0,,0.26659,0.46554,22.29996,1.02359,1,0.59665,0.45771,23.10946,1.02359,1,0,0.00000,7,,
5,Horizontal,20,0.32788,100097910436,0.43215,0.27030,0.00000,0.32789,1,1,0.27369,0.12787,1,0.44063,0.02407,0,,0.26116,0.46552,21.45185,1.03336,1,0.59054,0.45781,22.17908,1.03336,1,0,0.00000,7,AOI 7,
5,Horizontal,49,0.80444,100099582461,0.29390,0.14201,0.39355,0.41089,2,1,0.28849,0.10396,1,0.44063,0.02407,0,,0.26122,0.46184,20.88897,0.98433,1,0.59045,0.45389,21.69167,0.97567,1,0,0.00000,6,,
5,Horizontal,69,1.13281,100100734544,0.29796,0.14823,0.82080,0.31201,3,1,0.32036,0.22624,1,0.44063,0.02407,0,,0.26435,0.45979,20.52622,0.89412,1,0.59359,0.45264,20.88100,0.91287,1,0,0.00000,6,,
5,Horizontal,94,1.54346,100102174707,0.32558,0.11711,1.14917,0.39429,4,1,0.35982,0.08391,1,0.44063,0.02407,0,,0.26903,0.45886,21.23578,1.03336,1,0.59896,0.45234,22.07506,1.03336,1,0,0.00000,6,,
