MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/11/13 11:08:47.100),TIMETICK(f=3507516),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
2,Vertical,0,0.00000,89800842246,0.37834,0.19040,0.00000,0.00000,1,1,0.38357,0.19693,1,0.36198,0.07778,0,,0.10534,0.32130,23.79004,0.88095,1,0.52442,0.34377,24.25245,0.88095,1,0,0.00000,15,AOI 0,
8,White Screen 1,14,0.22989,89801706417,0.38032,0.20563,0.00000,0.22989,1,1,0.37787,0.43767,1,0.36198,0.07778,0,,0.10532,0.33133,23.12916,0.88301,1,0.52404,0.35709,23.62770,0.89324,1,0,0.00000,15,,
8,White Screen 1,41,0.67339,89803262034,0.39122,0.36942,0.29552,0.37787,2,1,0.50133,0.24701,1,0.50313,0.14722,0,,0.11964,0.33356,20.62569,0.92500,1,0.53633,0.36502,21.22522,0.92500,1,0,0.00000,15,,
8,White Screen 1,70,1.15002,89804933856,0.49786,0.20202,0.73927,0.41075,3,1,0.49674,0.33656,1,0.50313,0.14722,0,,0.12312,0.34398,20.00428,0.93125,1,0.53906,0.37599,20.21306,0.93717,1,0,0.00000,15,,
8,White Screen 1,88,1.44563,89805970703,0.46008,0.86151,1.21584,0.22980,4,1,0.47380,0.93839,1,0.50313,0.14722,0,,0.11818,0.37767,19.79688,0.98026,1,0.53545,0.41253,22.37736,0.97368,1,0,0.00000,15,,
8,White Screen 1,109,1.79063,89807180797,0.46305,0.93314,1.46199,0.32864,5,1,0.50827,0.66136,1,0.50313,0.14722,0,,0.11997,0.36301,18.10543,0.96776,1,0.53725,0.39362,20.86046,0.97368,1,0,0.00000,15,,
8,White Screen 1,157,2.58003,89809949592,0.51020,0.20707,2.05370,0.52634,6,1,0.55255,0.34577,1,0.87448,0.00000,0,,0.12682,0.34888,22.49451,0.97368,1,0.54376,0.38323,22.60111,0.97368,1,0,0.00000,16,,
8,White Screen 1,174,2.85857,89810926547,0.52861,0.85123,2.64510,0.21347,7,1,0.46630,0.99651,1,0.87448,0.00000,0,,0.11897,0.38048,22.35107,0.99379,1,0.53534,0.41457,24.28155,0.98721,1,0,0.00000,16,,
8,White Screen 1,194,3.18718,89812079204,0.45574,1.03329,2.92426,0.26292,8,1,0.44494,1.05554,1,0.87448,0.00000,0,,0.11893,0.38560,23.01842,0.94342,1,0.53509,0.41974,24.23265,0.94934,1,0,0.00000,16,,
8,White Screen 1,216,3.55167,89813357614,0.43671,1.04592,3.20355,0.34811,9,1,0.42860,0.91500,1,0.87448,0.00000,0,,0.11119,0.36427,10.63756,0.97368,1,0.52489,0.39165,18.56655,0.97368,1,0,0.00000,16,,
8,White Screen 1,259,4.25499,89815824522,0.42678,1.30366,3.95924,0.29575,10,1,0.49587,0.89665,0,0.87448,0.00000,0,,0.11199,0.38379,6.98335,0.97368,0,0.51814,0.41459,13.88942,0.97368,0,39,0.00000,17,,
8,White Screen 1,276,4.53423,89816803994,0.35131,0.28722,4.41925,0.11497,11,1,0.35214,0.31617,1,0.87448,0.00000,0,,0.10141,0.34384,23.69762,0.89732,1,0.51555,0.37251,22.18260,0.90268,1,0,0.00000,18,,
5,Horizontal,28,0.45995,89818474928,0.33853,0.31279,0.00000,0.45995,1,1,0.29512,0.30258,1,0.87448,0.00000,0,,0.09495,0.33644,22.87585,0.90833,1,0.50998,0.36471,22.49770,0.90298,1,0,0.00000,18,AOI 7,
