MEDIA_ID,MEDIA_NAME,CNT,TIME(2017/11/02 11:04:44.734),TIMETICK(f=3507505),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,AOI,
8,White Screen 1,16,0.26292,88974449255,0.38337,0.11731,0.00000,0.26293,1,1,0.37569,0.27133,1,0.38177,0.09074,0,,0.26610,0.29056,19.19467,0.99375,1,0.63604,0.30612,18.50368,0.99375,1,0,0.00000,6,,
8,White Screen 1,40,0.65715,88975831997,0.38771,0.29044,0.32854,0.32861,2,1,0.41409,0.21205,1,0.38177,0.09074,0,,0.26041,0.28876,18.17597,0.99375,1,0.63019,0.30163,17.36386,0.99375,1,0,0.00000,6,,
8,White Screen 1,63,1.03494,88977157154,0.40955,0.25618,0.67352,0.36142,3,1,0.41287,0.23843,1,0.40625,0.00000,0,,0.25418,0.29114,17.71099,0.96549,1,0.62357,0.30134,17.14799,0.96549,1,0,0.00000,6,,
8,White Screen 1,116,1.90558,88980210915,0.40301,0.23587,1.05141,0.85417,4,1,0.40065,0.18170,1,0.40625,0.00000,0,,0.24191,0.29041,18.42069,0.99375,1,0.61108,0.29384,18.51326,0.99375,1,0,0.00000,6,,
8,White Screen 1,131,2.15216,88981075801,0.40048,0.25789,1.92216,0.23000,5,1,0.37886,0.41866,1,0.40625,0.00000,0,,0.23774,0.29865,18.71884,0.97114,1,0.60667,0.30281,17.84049,0.96360,1,0,0.00000,6,,
8,White Screen 1,158,2.59578,88982631753,0.22751,1.58453,2.26717,0.32861,6,1,0.31067,1.26852,0,0.40625,0.00000,0,,0.20408,0.34998,11.29220,0.93529,0,0.57213,0.34983,13.22479,0.93529,0,32,0.00000,5,,
8,White Screen 1,188,3.08849,88984359933,0.30727,1.68991,2.85867,0.22981,7,1,0.33824,1.42789,1,0.40625,0.00000,0,,0.21158,0.39408,18.88453,0.98621,1,0.57378,0.40124,18.01795,0.99375,1,0,0.00000,6,,
8,White Screen 1,201,3.30217,88985109451,0.45925,0.18258,3.15408,0.14809,8,1,0.44246,0.17874,1,0.40625,0.00000,0,,0.22733,0.33185,19.21767,0.99375,1,0.59187,0.34612,19.25356,0.99375,1,0,0.00000,6,,
2,Vertical,11,0.18073,88985800763,0.45457,0.20913,0.00000,0.18072,1,1,0.45492,0.25817,1,0.40625,0.00000,0,,0.23071,0.32603,18.89854,0.93529,1,0.59508,0.33888,18.60496,0.93529,1,0,0.00000,6,AOI 0,
2,Vertical,28,0.45996,88986780173,0.39600,0.25223,0.19710,0.26286,2,1,0.34660,0.19031,1,0.40625,0.00000,0,,0.22140,0.33204,18.01624,0.99375,1,0.58498,0.34037,17.71036,0.99375,1,0,0.00000,6,AOI 1,
